No_TableNo,ExptNo,ExptNo_norm,PM,Tsub,x,G_kg_m2s,G_Mlb_ft2h,LD,old86_member,policy_class,high_PM,deep_subcooled,scope_A_Gle4200,scope_B_Gle4200_LDge40,scope_C_B_xgtm020,scope_D_old86like_lowX,q_M_MWm2_result,q_P_MWm2,dq_ratio_pct_result,log_message,fit,resid,x_bin,LD_bin
184.01_10,184.01,184.01,2.1458508558958083,230.5931119642869,-0.326,1871.5974,1.38,66.84491978609627,False,B_deep_x<=-0.20,False,True,True,True,False,False,5.331257099999999,11.440082611035605,-0.0072881559764321,収束 (|dq_ratio|<1%)  (f_solver=0),1.925266846622684,0.22058400927312416,x<=-0.20,60<=LD<70
185.01_10,185.01,185.01,1.6968039870297118,164.51403825344045,-0.149,1871.5974,1.38,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,4.7003391,7.975554125271646,0.5533546453968138,収束 (|dq_ratio|<1%)  (f_solver=0),1.7768306486983712,-0.08002666166865935,-0.20<x<=-0.10,60<=LD<70
186.01_10,186.01,186.01,1.4880925664115456,122.21707720506936,-0.092,1898.722,1.4,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,3.880145699999999,5.7740159727637215,0.024278317976423,収束 (|dq_ratio|<1%)  (f_solver=0),1.5072736472877502,-0.019181080876204515,-0.10<x<=0,60<=LD<70
187.01_10,187.01,187.01,1.561802433828803,134.94320198506415,-0.119,1966.5335,1.45,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,4.2271506,6.601974095240885,-0.9923037080190504,収束 (|dq_ratio|<1%)  (f_solver=0),1.6027059550531106,-0.040903521224307626,-0.20<x<=-0.10,60<=LD<70
188.01_10,188.01,188.01,2.149368878100929,249.67333431527183,-0.335,2047.9073,1.51,66.84491978609627,False,B_deep_x<=-0.20,False,True,True,True,False,False,6.3722718,13.696362689720187,0.823140272753681,収束 (|dq_ratio|<1%)  (f_solver=0),1.906258008580048,0.2431108695208808,x<=-0.20,60<=LD<70
19.01_10,19.01,19.01,1.0857586936402024,74.31081192490194,-0.018,3851.6932,2.8400000000000003,80.0,True,B_main_x>-0.20,False,False,True,True,True,True,4.8580686,5.274690216750487,-0.0062197660192254,収束 (|dq_ratio|<1%)  (f_solver=0),1.037427122031581,0.04833157160862145,-0.10<x<=0,80<=LD<120
196.01_10,196.01,196.01,0.8841447681755321,61.85955609096459,0.015,3037.9552,2.24,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,4.29655158,3.798773600653316,0.0818540262396996,収束 (|dq_ratio|<1%)  (f_solver=0),0.8866941108537401,-0.0025493426782079442,0<x<=0.05,60<=LD<70
197.01_10,197.01,197.01,1.035657655963962,75.46157701295215,-0.014,3241.3897,2.39,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.0157981,5.194649703034494,-0.5513598409493335,収束 (|dq_ratio|<1%)  (f_solver=0),1.0507621021008873,-0.015104446136925187,-0.10<x<=0,60<=LD<70
198.01_10,198.01,198.01,1.2980153216050032,76.56717653219835,-0.09,3254.952,2.4000000000000004,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,4.100967,5.323117999396505,-0.3547049524252508,収束 (|dq_ratio|<1%)  (f_solver=0),1.0634787189716035,0.2345366026333997,-0.10<x<=0,60<=LD<70
199.01_10,199.01,199.01,1.5801796486201998,106.11665306734947,-0.144,3390.575,2.5,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.299711199999999,8.374495781804537,0.6218485703386165,収束 (|dq_ratio|<1%)  (f_solver=0),1.368865476747974,0.2113141718722258,-0.20<x<=-0.10,60<=LD<70
