condition,role,N,G_min,G_max,G_mean,x_min,x_max,x_mean,Tsub_min,Tsub_max,Tsub_mean,PM_mean,PM_median,PM_std,PM_min,PM_max,corr_PM_Tsub,corr_PM_x,corr_PM_G,model,features,R2,intercept,coef_Tsub_K,notes,coef_x_use,coef_G,coef_Gx_pos
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,G,G,0.014267097473272261,1.5123252809720067,,,,-5.662547862851533e-05,
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,Gx_pos,Gx_pos,0.442959848508956,1.4809462289631987,,,,,-0.008376169226471823
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,Tsub+x,Tsub_K+x_use,0.8394686657751471,0.9079987163546444,0.0016958554550131392,,-3.1931236272030756,,
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,Tsub+G,Tsub_K+G,0.45529466916906713,0.8950895140512033,0.0036739005953035733,,,-4.768574185831022e-06,
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,x+G,x_use+G,0.8025876623836277,1.2960118468143738,,,-3.955332772147898,-8.881065007659856e-05,
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,Tsub+x+G,Tsub_K+x_use+G,0.8557668021386418,1.0786287965788597,0.0015014210027693676,,-3.3178370458278033,-6.243077131045201e-05,
B_x_le_0p05_G_le_4200,main_upper_sensitivity,117,520.79232,4163.626099999999,2467.712647692307,-0.457,0.049,-0.07476923076923078,21.424642698647403,313.18434543454475,133.17394286140015,1.372589871178788,1.353475742387643,0.4428662342784811,0.1135786841963328,2.721081299499212,0.6746822682079932,-0.8761831593323689,-0.1194449558301743,Tsub+x+Gx_pos,Tsub_K+x_use+Gx_pos,0.9150616786521395,1.0456782588804259,0.0012663747265207596,,-2.794761776607334,,-0.003919113076042224
C_x_le_0p05_G_gt_4200,main_upper_sensitivity,70,4204.313,10565.0317,6570.35310857143,-0.459,0.05,-0.16998571428571424,20.88259301344499,256.20145638583585,100.39522088351013,1.4286765828189563,1.3279351757683873,0.8772780972918671,0.0735487784385007,3.6053610399898135,0.8184985323343927,-0.9493747871587516,0.2543523795921263,Tsub,Tsub_K,0.669939847433555,0.2971282327339143,0.011270938398531863,,,,
C_x_le_0p05_G_gt_4200,main_upper_sensitivity,70,4204.313,10565.0317,6570.35310857143,-0.459,0.05,-0.16998571428571424,20.88259301344499,256.20145638583585,100.39522088351013,1.4286765828189563,1.3279351757683873,0.8772780972918671,0.0735487784385007,3.6053610399898135,0.8184985323343927,-0.9493747871587516,0.2543523795921263,x,x_use,0.9013124864927244,0.5690603231855463,,,-5.056991190380596,,
C_x_le_0p05_G_gt_4200,main_upper_sensitivity,70,4204.313,10565.0317,6570.35310857143,-0.459,0.05,-0.16998571428571424,20.88259301344499,256.20145638583585,100.39522088351013,1.4286765828189563,1.3279351757683873,0.8772780972918671,0.0735487784385007,3.6053610399898135,0.8184985323343927,-0.9493747871587516,0.2543523795921263,G,G,0.06469513300417673,0.7052657167512318,,,,0.00011010228127982808,
C_x_le_0p05_G_gt_4200,main_upper_sensitivity,70,4204.313,10565.0317,6570.35310857143,-0.459,0.05,-0.16998571428571424,20.88259301344499,256.20145638583585,100.39522088351013,1.4286765828189563,1.3279351757683873,0.8772780972918671,0.0735487784385007,3.6053610399898135,0.8184985323343927,-0.9493747871587516,0.2543523795921263,Gx_pos,Gx_pos,0.24656756469420316,1.6104810022251608,,,,,-0.00874503017687528
