group,N,PM_noF1_min,PM_noF1_median,PM_noF1_max,PM_noF1_mean,PM_noF1_std,PM_noF1_nunique,Tsub_K_min,Tsub_K_median,Tsub_K_max,Tsub_K_mean,Tsub_K_std,Tsub_K_nunique,G_min,G_median,G_max,G_mean,G_std,G_nunique,x_Mes_input_min,x_Mes_input_median,x_Mes_input_max,x_Mes_input_mean,x_Mes_input_std,x_Mes_input_nunique,q_M_MWm2_input_min,q_M_MWm2_input_median,q_M_MWm2_input_max,q_M_MWm2_input_mean,q_M_MWm2_input_std,q_M_MWm2_input_nunique,q_P_MWm2_min,q_P_MWm2_median,q_P_MWm2_max,q_P_MWm2_mean,q_P_MWm2_std,q_P_MWm2_nunique,L_DNB_over_DH_input_min,L_DNB_over_DH_input_median,L_DNB_over_DH_input_max,L_DNB_over_DH_input_mean,L_DNB_over_DH_input_std,L_DNB_over_DH_input_nunique,DH_m_min,DH_m_median,DH_m_max,DH_m_mean,DH_m_std,DH_m_nunique,target,model,xcols,k,R2,adj_R2,intercept,beta_Tsub_K,std_beta_Tsub_K,beta_G,std_beta_G,beta_x_Mes_input,std_beta_x_Mes_input,beta_q_M_MWm2_input,std_beta_q_M_MWm2_input,beta_q_P_MWm2,std_beta_q_P_MWm2,beta_L_DNB_over_DH_input,std_beta_L_DNB_over_DH_input
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_G,Tsub_K + G,2,0.5100007009041705,0.50246225014885,0.24983259392626944,0.00676053547545643,0.680562989244555,7.68439411197989e-05,0.24194478642338338,,,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,2,0.855084257893194,0.8528547849377046,0.6337538442706836,0.0024163664830456543,0.2432484235578809,,,-3.7980621742126046,-0.7663844086530271,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,2,0.7712560892589975,0.7677369521706744,-0.14960793026830932,0.0049412347641491425,0.49741940026154824,,,,,0.15624423799533216,0.591764321939345,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,3,0.8676074639571638,0.8645285677701211,0.8466656344411213,0.001900849455131887,0.1913528583623185,-4.194043921458086e-05,-0.13205036676157877,-4.216240522976339,-0.8507656935895315,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,4,0.8863330368395504,0.8827809442407863,0.5880271031243606,0.0022959985575758523,0.23113134267512206,-7.783673478769939e-05,-0.24507061844660957,-2.960087226016831,-0.5972953032930786,0.08772177791577916,0.33224020990262837,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_only,Tsub_K,1,0.4032769467981925,0.3934946016637366,0.8499203924685347,0.0038185030746407875,0.635040901673422,,,,,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,G_only,G,1,0.008216666535837858,-0.008042076635705664,1.0213697106502264,,,8.769695558622406e-05,0.09064583021760036,,,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,xMes_only,x_Mes_input,1,0.7485617268336022,0.744439787929235,0.9884640519492257,,,,,-4.2783654637350494,-0.8651946178944956,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,1,0.4795978522036909,0.47106666945293163,0.2557914494076399,,,,,,,0.2190246814815125,0.6925300370407704,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,1,0.7592429432576319,0.7552961062618553,0.6632198684749542,,,,,,,,,0.09505211006493418,0.8713454787038448,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,LD_only,L_DNB_over_DH_input,1,0.0434894869186252,0.02780898670417653,1.193784462657395,,,,,,,,,,,0.0010644093697848999,0.20854133143965833
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_G,Tsub_K + G,2,0.4033172475720964,0.38342782249116625,0.8691331463698108,0.003824397975712351,0.6360212605257224,-6.2145713436558395e-06,-0.006423540875809769,,,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,2,0.8543668897986808,0.8495124527919702,0.7866833820860737,0.002121544829536505,0.35282615075966495,,,-3.602491621788711,-0.7285156886668958,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,2,0.7983145733672389,0.7915917258128136,-0.05740366201279644,0.003414027200906493,0.5677740385753646,,,,,0.1999156440617121,0.6321095296229121,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,3,0.8795832912653384,0.8734604077703556,1.2760822008459327,0.002181770301562713,0.362842022768051,-0.00015939786419382753,-0.16475773461207488,-3.7956195442729577,-0.7675710803847986,,,,,,
G_2400_4200,63,0.1135786841963328,1.2980153216050032,2.601409107771878,1.302346673748962,0.48218128812646244,63,21.424642698647403,86.04557897376492,313.18434543454475,118.48262851614639,80.18975865580148,49,2400.5271,3146.4536,4163.626099999999,3203.953446507936,498.39498857678706,46,-0.457,-0.047,0.049,-0.07336507936507937,0.09750935465252379,50,2.47635315,4.416425999999999,9.9685044,4.778252465714286,1.5245999814626898,56,0.3475453559375421,5.490002816189191,24.62657516858828,6.723962306963969,4.420169999777685,63,20.97902097902098,66.84491978609627,365.33333333333326,101.99291191274114,94.4699761911176,7,0.001905,0.0047243999999999,0.0077724,0.003906358730158674,0.0017484517601649985,6,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,4,0.9037355604147765,0.8970966335468301,0.9897294446988135,0.0026686643490704126,0.4438155427325102,-0.00020399793086627307,-0.21085751132905978,-2.427586230652724,-0.49091985222831214,0.09876553885196973,0.3122849069650612,,,,
