row_No_M,key,TableNo,ExptNo,tmA_No_TableNo,tmB_P_Pa,tmN_G_kg_m2s,tmQ_DH_m,tmR_L_DNB_m,tmBR_L_m,tmT_Tin_K,tmBE_qM_W_m2,tmBH_x_Mes,seed_tmS_q_in_W_m2,seed_tmX_f,seed_tmAC_Tw,seed_tmAG_y_star,seed_tmAP_UB,const_tmV_fbeta,const_tmBG_Fform,const_tmBI_Acorr,const_tmBJ_sigcorr,const_tmBK_Fcorr,const_tmBQ_F2,QA_Pressure_MPa,QA_Hsub_kJ_kg,QA_Tsat_K_IF97,QA_hf_sat_kJ_kg,QA_h_in_kJ_kg,QA_Tsub_K,QA_IF97_region,QA_Tin_lt_Tsat,prov_D_mm,prov_L_mm,prov_qCHF_MW_m2
132,T10_25.01,10,25.01,25.01_10,13789514.586336,2698.8977,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.625625733295,2548908.72,-0.062,2548908.72,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1447.2372000000003,608.6241187356576,1562.6001257440564,115.36292574405616,310.9984930023626,1,True,1.9049999999999998,695.9599999999999,2.54890872
133,T10_250.01,10,250.01,250.01_10,13789514.586336,7391.4535000000005,0.004749799999999999,0.3175,0.3175,543.8261294077754,6687730.8,-0.125,6687730.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,376.34680000000003,608.6241187356576,1562.6001257440564,1186.2533257440564,64.79798932788219,1,True,4.7498,317.5,6.6877308
134,T10_252.01,10,252.01,252.01_10,13789514.586336,7974.6324,0.004749799999999999,0.3175,0.3175,521.494855925978,7949566.8,-0.202,7949566.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,484.5058,608.6241187356576,1562.6001257440564,1078.0943257440563,87.12926280967963,1,True,4.7498,317.5,7.9495667999999995
135,T10_253.01,10,253.01,253.01_10,13789514.586336,8340.8145,0.004749799999999999,0.3175,0.3175,580.0047680925759,5173527.599999999,-0.018,5173527.599999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,184.917,608.6241187356576,1562.6001257440564,1377.6831257440565,28.619350643081702,1,True,4.7498,317.5,5.173527599999999
136,T10_254.01,10,254.01,254.01_10,13789514.586336,8408.626,0.004749799999999999,0.3175,0.3175,480.8967782903362,9810774.899999999,-0.333,9810774.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,670.5858000000001,608.6241187356576,1562.6001257440564,892.0143257440564,127.72734044532137,1,True,4.7498,317.5,9.810774899999998
137,T10_255.01,10,255.01,255.01_10,13789514.586336,8652.7474,0.004749799999999999,0.3175,0.3175,438.0155418247768,11829712.5,-0.457,11829712.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,858.294,608.6241187356576,1562.6001257440564,704.3061257440564,170.6085769108808,1,True,4.7498,317.5,11.8297125
138,T10_256.01,10,256.01,256.01_10,13789514.586336,8923.9934,0.004749799999999999,0.3175,0.3175,549.9949824346044,7066281.6,-0.124,7066281.6,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,345.411,608.6241187356576,1562.6001257440564,1217.1891257440564,58.62913630105322,1,True,4.7498,317.5,7.0662816
139,T10_257.01,10,257.01,257.01_10,13789514.586336,9412.236200000001,0.004749799999999999,0.3175,0.3175,526.5348987745539,8548938.9,-0.202,8548938.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,460.548,608.6241187356576,1562.6001257440564,1102.0521257440564,82.08921996110371,1,True,4.7498,317.5,8.5489389
140,T10_258.01,10,258.01,258.01_10,13789514.586336,9873.3544,0.004749799999999999,0.3175,0.3175,485.8859102069603,10599422.399999999,-0.335,10599422.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,648.2562,608.6241187356576,1562.6001257440564,914.3439257440564,122.73820852869727,1,True,4.7498,317.5,10.599422399999998
141,T10_259.01,10,259.01,259.01_10,13789514.586336,10524.3448,0.004749799999999999,0.3175,0.3175,446.36479170134936,12902273.099999998,-0.459,12902273.099999998,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,822.241,608.6241187356576,1562.6001257440564,740.3591257440564,162.25932703430823,1,True,4.7498,317.5,12.902273099999999
142,T10_26.01,10,26.01,26.01_10,13789514.586336,3173.5782,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.625625733295,3025251.81,-0.05,3025251.81,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1447.2372000000003,608.6241187356576,1562.6001257440564,115.36292574405616,310.9984930023626,1,True,1.9049999999999998,695.9599999999999,3.02525181
143,T10_260.01,10,260.01,260.01_10,13789514.586336,1301.9808,0.0057404000000000005,0.6248400000000001,0.6248400000000001,330.15723750573613,3501594.9000000004,-0.131,3501594.9000000004,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1312.3292000000001,608.6241187356576,1562.6001257440564,250.27092574405629,278.46688122992146,1,True,5.7404,624.84,3.5015949
144,T10_262.01,10,262.01,262.01_10,13789514.586336,1312.83064,0.0057404000000000005,0.6248400000000001,0.6248400000000001,514.2192081208643,1567831.23,0.001,1567831.23,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,518.698,608.6241187356576,1562.6001257440564,1043.9021257440563,94.40491061479327,1,True,5.7404,624.84,1.56783123
145,T10_263.01,10,263.01,263.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,344.1501092603255,3406957.1999999997,-0.117,3406957.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1254.1792,608.6241187356576,1562.6001257440564,308.4209257440564,264.4740094753321,1,True,5.7404,624.84,3.4069572
146,T10_264.01,10,264.01,264.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,342.47243610361295,3375411.3000000003,-0.134,3375411.3000000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1261.1572,608.6241187356576,1562.6001257440564,301.4429257440563,266.15168263204464,1,True,5.7404,624.84,3.3754113
147,T10_265.01,10,265.01,265.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,329.5970068579449,3501594.9000000004,-0.144,3501594.9000000004,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1314.6552000000001,608.6241187356576,1562.6001257440564,247.94492574405626,279.0271118777127,1,True,5.7404,624.84,3.5015949
148,T10_266.01,10,266.01,266.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,354.6524379647735,3533140.8,-0.038,3533140.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1210.4504,608.6241187356576,1562.6001257440564,352.14972574405647,253.97168077088406,1,True,5.7404,624.84,3.5331408
149,T10_267.01,10,267.01,267.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,354.09432580844157,3280773.5999999996,-0.118,3280773.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1212.7764,608.6241187356576,1562.6001257440564,349.82372574405645,254.52979292721602,1,True,5.7404,624.84,3.2807736
150,T10_268.01,10,268.01,268.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,352.4196176126877,3186135.9,-0.153,3186135.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1219.7544,608.6241187356576,1562.6001257440564,342.8457257440564,256.2045011229699,1,True,5.7404,624.84,3.1861359
151,T10_269.01,10,269.01,269.01_10,13789514.586336,1315.5431,0.0057404000000000005,0.6248400000000001,0.6248400000000001,387.2252017925607,2965314.5999999996,-0.086,2965314.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1074.1468,608.6241187356576,1562.6001257440564,488.45332574405643,221.39891694309688,1,True,5.7404,624.84,2.9653145999999997
152,T10_27.01,10,27.01,27.01_10,13789514.586336,3282.0766,0.0019049999999999998,0.6959599999999999,0.6959599999999999,295.43672856397876,3091498.1999999997,-0.074,3091498.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1456.3086,608.6241187356576,1562.6001257440564,106.29152574405634,313.1873901716788,1,True,1.9049999999999998,695.9599999999999,3.0914981999999998
153,T10_270.01,10,270.01,270.01_10,13789514.586336,5207.9232,0.0057404000000000005,0.6248400000000001,0.6248400000000001,563.313371111748,3627778.4999999995,0.025,3627778.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,276.56140000000005,608.6241187356576,1562.6001257440564,1286.0387257440564,45.310747623909606,1,True,5.7404,624.84,3.6277784999999994
154,T10_271.01,10,271.01,271.01_10,13789514.586336,5248.6101,0.0057404000000000005,0.6248400000000001,0.6248400000000001,521.494855925978,5047344.0,-0.061,5047344.0,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,484.5058,608.6241187356576,1562.6001257440564,1078.0943257440563,87.12926280967963,1,True,5.7404,624.84,5.047344
155,T10_272.01,10,272.01,272.01_10,13789514.586336,5262.1724,0.0057404000000000005,0.6248400000000001,0.6248400000000001,365.35518008105095,8927489.7,-0.396,8927489.7,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1165.7912000000001,608.6241187356576,1562.6001257440564,396.8089257440563,243.26893865460664,1,True,5.7404,624.84,8.927489699999999
156,T10_273.01,10,273.01,273.01_10,13789514.586336,5262.1724,0.0057404000000000005,0.6248400000000001,0.6248400000000001,380.19114123178485,8359663.5,-0.382,8359663.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1103.6870000000001,608.6241187356576,1562.6001257440564,458.9131257440563,228.43297750387273,1,True,5.7404,624.84,8.3596635
157,T10_274.01,10,274.01,274.01_10,13789514.586336,5262.1724,0.0057404000000000005,0.6248400000000001,0.6248400000000001,495.31612486348985,5930629.199999999,-0.107,5930629.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,605.6904,608.6241187356576,1562.6001257440564,956.9097257440565,113.30799387216774,1,True,5.7404,624.84,5.930629199999999
158,T10_275.01,10,275.01,275.01_10,13789514.586336,5262.1724,0.0057404000000000005,0.6248400000000001,0.6248400000000001,539.3563394457917,4479517.799999999,-0.026,4479517.799999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,398.4438,608.6241187356576,1562.6001257440564,1164.1563257440564,69.26777928986587,1,True,5.7404,624.84,4.479517799999999
159,T10_276.01,10,276.01,276.01_10,13789514.586336,5289.297,0.0057404000000000005,0.6248400000000001,0.6248400000000001,397.11075105704595,7949566.8,-0.351,7949566.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1032.5113999999999,608.6241187356576,1562.6001257440564,530.0887257440565,211.51336767861164,1,True,5.7404,624.84,7.9495667999999995
160,T10_277.01,10,277.01,277.01_10,13789514.586336,5289.297,0.0057404000000000005,0.6248400000000001,0.6248400000000001,465.87844081376915,6813914.399999999,-0.163,6813914.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,737.1093999999999,608.6241187356576,1562.6001257440564,825.4907257440565,142.74567792188844,1,True,5.7404,624.84,6.8139144
161,T10_278.01,10,278.01,278.01_10,13789514.586336,5316.4216,0.0057404000000000005,0.6248400000000001,0.6248400000000001,471.4177387432276,6561547.199999999,-0.163,6561547.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,712.6863999999999,608.6241187356576,1562.6001257440564,849.9137257440565,137.20637999243002,1,True,5.7404,624.84,6.5615472
162,T10_279.01,10,279.01,279.01_10,13789514.586336,5357.1085,0.0057404000000000005,0.6248400000000001,0.6248400000000001,352.4196176126877,9337586.399999999,-0.428,9337586.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1219.7544,608.6241187356576,1562.6001257440564,342.8457257440564,256.2045011229699,1,True,5.7404,624.84,9.3375864
163,T10_28.01,10,28.01,28.01_10,13789514.586336,3838.1309,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.81450008393693,3649860.63,-0.045,3649860.63,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1438.1658,608.6241187356576,1562.6001257440564,124.43432574405642,308.80961865172065,1,True,1.9049999999999998,695.9599999999999,3.64986063
164,T10_280.01,10,280.01,280.01_10,13789514.586336,5357.1085,0.0057404000000000005,0.6248400000000001,0.6248400000000001,382.352888948243,7507924.199999999,-0.449,7507924.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1094.6156,608.6241187356576,1562.6001257440564,467.9845257440563,226.2712297874146,1,True,5.7404,624.84,7.507924199999999
165,T10_281.01,10,281.01,281.01_10,13789514.586336,5357.1085,0.0057404000000000005,0.6248400000000001,0.6248400000000001,470.3121633284058,9211402.799999999,0.029,9211402.799999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,717.571,608.6241187356576,1562.6001257440564,845.0291257440564,138.3119554072518,1,True,5.7404,624.84,9.211402799999998
166,T10_282.01,10,282.01,282.01_10,13789514.586336,9859.792099999999,0.0057404000000000005,0.6248400000000001,0.6248400000000001,500.2688889860072,9526861.799999999,-0.151,9526861.799999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,583.1282,608.6241187356576,1562.6001257440564,979.4719257440564,108.35522974965039,1,True,5.7404,624.84,9.526861799999999
167,T10_283.01,10,283.01,283.01_10,13789514.586336,10470.0956,0.0057404000000000005,0.6248400000000001,0.6248400000000001,518.1409564264204,8895943.799999999,-0.121,8895943.799999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,500.3226,608.6241187356576,1562.6001257440564,1062.2775257440564,90.48316230923717,1,True,5.7404,624.84,8.8959438
168,T10_284.01,10,284.01,284.01_10,13789514.586336,10497.2202,0.0057404000000000005,0.6248400000000001,0.6248400000000001,427.5034038930691,11924350.2,-0.379,11924350.2,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,903.4184,608.6241187356576,1562.6001257440564,659.1817257440564,181.12071484258848,1,True,5.7404,624.84,11.9243502
169,T10_285.01,10,285.01,285.01_10,13789514.586336,10497.2202,0.0057404000000000005,0.6248400000000001,0.6248400000000001,438.0155418247768,11230340.399999999,-0.364,11230340.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,858.294,608.6241187356576,1562.6001257440564,704.3061257440564,170.6085769108808,1,True,5.7404,624.84,11.2303404
170,T10_286.01,10,286.01,286.01_10,13789514.586336,10497.2202,0.0057404000000000005,0.6248400000000001,0.6248400000000001,481.46984911945873,10536330.6,-0.214,10536330.6,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,668.0272,608.6241187356576,1562.6001257440564,894.5729257440564,127.15426961619886,1,True,5.7404,624.84,10.5363306
171,T10_287.01,10,287.01,287.01_10,13789514.586336,10524.3448,0.0057404000000000005,0.6248400000000001,0.6248400000000001,550.5462421365668,7192465.199999999,-0.042,7192465.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,342.61980000000005,608.6241187356576,1562.6001257440564,1219.9803257440562,58.077876599090814,1,True,5.7404,624.84,7.192465199999999
172,T10_288.01,10,288.01,288.01_10,13789514.586336,10524.3448,0.0057404000000000005,0.6248400000000001,0.6248400000000001,549.4428208156231,7539470.1,-0.034,7539470.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,348.2022,608.6241187356576,1562.6001257440564,1214.3979257440565,59.18129792003447,1,True,5.7404,624.84,7.5394701
173,T10_289.01,10,289.01,289.01_10,13789514.586336,10565.0317,0.0057404000000000005,0.6248400000000001,0.6248400000000001,560.5296093896327,6466909.499999999,-0.023,6466909.499999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,291.21520000000004,608.6241187356576,1562.6001257440564,1271.3849257440563,48.09450934602489,1,True,5.7404,624.84,6.466909499999999
174,T10_29.01,10,29.01,29.01_10,13789514.586336,3919.5047000000004,0.0019049999999999998,0.6959599999999999,0.6959599999999999,298.1868793621042,3653015.2199999993,-0.077,3653015.2199999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1444.9112000000002,608.6241187356576,1562.6001257440564,117.68892574405618,310.4372393735534,1,True,1.9049999999999998,695.9599999999999,3.6530152199999995
175,T10_3.01,10,3.01,3.01_10,13789514.586336,2251.3418,0.0019049999999999998,0.15239999999999998,0.15239999999999998,498.58764844460774,3880145.6999999993,-0.036,3880145.6999999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,590.804,608.6241187356576,1562.6001257440564,971.7961257440564,110.03647029104985,1,True,1.9049999999999998,152.39999999999998,3.8801456999999995
176,T10_30.01,10,30.01,30.01_10,13789514.586336,3933.067,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.0643705785769,3741343.7399999998,-0.055,3741343.7399999998,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,1449.5632,608.6241187356576,1562.6001257440564,113.03692574405636,311.55974815708066,1,True,1.9049999999999998,695.9599999999999,3.7413437399999996
177,T10_35.01,10,35.01,35.01_10,13789514.586336,2102.1565,0.0036321999999999995,0.07619999999999999,0.07619999999999999,531.5241795946998,7003189.800000001,-0.146,7003189.800000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,436.5902,608.6241187356576,1562.6001257440564,1126.0099257440565,77.09993914095776,1,True,3.6321999999999997,76.19999999999999,7.0031898
178,T10_36.01,10,36.01,36.01_10,13789514.586336,2305.591,0.0036321999999999995,0.07619999999999999,0.07619999999999999,476.45669300521837,8959035.599999998,-0.338,8959035.599999998,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,690.3568,608.6241187356576,1562.6001257440564,872.2433257440564,132.16742573043922,1,True,3.6321999999999997,76.19999999999999,8.959035599999998
179,T10_37.01,10,37.01,37.01_10,13789514.586336,2427.6517,0.0036321999999999995,0.07619999999999999,0.07619999999999999,580.572704465506,3785507.9999999995,-0.047,3785507.9999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,181.6606,608.6241187356576,1562.6001257440564,1380.9395257440565,28.051414270151554,1,True,3.6321999999999997,76.19999999999999,3.7855079999999997
180,T10_38.01,10,38.01,38.01_10,13789514.586336,2712.46,0.0036321999999999995,0.07619999999999999,0.07619999999999999,522.5754950247587,6593093.099999999,-0.256,6593093.099999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,479.3886,608.6241187356576,1562.6001257440564,1083.2115257440564,86.04862371089894,1,True,3.6321999999999997,76.19999999999999,6.593093099999999
181,T10_39.01,10,39.01,39.01_10,13789514.586336,3933.067,0.0036321999999999995,0.07619999999999999,0.07619999999999999,603.362216727703,3943237.4999999995,0.042,3943237.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,38.6116,608.6241187356576,1562.6001257440564,1523.9885257440565,5.261902007954632,1,True,3.6321999999999997,76.19999999999999,3.9432374999999995
182,T10_4.01,10,4.01,4.01_10,13789514.586336,2305.591,0.0019049999999999998,0.15239999999999998,0.15239999999999998,497.5157549483574,3911691.5999999996,-0.049,3911691.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,595.6886000000001,608.6241187356576,1562.6001257440564,966.9115257440563,111.10836378730016,1,True,1.9049999999999998,152.39999999999998,3.9116915999999997
183,T10_40.01,10,40.01,40.01_10,13789514.586336,5153.674,0.0036321999999999995,0.07619999999999999,0.07619999999999999,581.7028894881837,9936958.5,-0.012,9936958.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,175.1478,608.6241187356576,1562.6001257440564,1387.4523257440565,26.92122924747389,1,True,3.6321999999999997,76.19999999999999,9.9369585
184,T10_41.01,10,41.01,41.01_10,13789514.586336,5180.7986,0.0036321999999999995,0.07619999999999999,0.07619999999999999,485.3156575618603,12996910.8,-0.409,12996910.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,650.8148,608.6241187356576,1562.6001257440564,911.7853257440564,123.3084611737973,1,True,3.6321999999999997,76.19999999999999,12.9969108
185,T10_42.01,10,42.01,42.01_10,13789514.586336,5791.102099999999,0.0036321999999999995,0.07619999999999999,0.07619999999999999,600.499497991088,5015798.1,0.013,5015798.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,58.382600000000004,608.6241187356576,1562.6001257440564,1504.2175257440565,8.124620744569597,1,True,3.6321999999999997,76.19999999999999,5.0157981
186,T10_44.01,10,44.01,44.01_10,13789514.586336,7635.5749,0.0036321999999999995,0.07619999999999999,0.07619999999999999,537.1263765976237,12681451.799999997,-0.257,12681451.799999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,409.37600000000003,608.6241187356576,1562.6001257440564,1153.2241257440564,71.49774213803391,1,True,3.6321999999999997,76.19999999999999,12.681451799999998
187,T10_442.01,10,442.01,442.01_10,13789514.586336,1193.4824,0.0077724,0.5905499999999999,0.5905499999999999,475.8805954029734,2583609.2099999995,-0.032,2583609.2099999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,692.9154,608.6241187356576,1562.6001257440564,869.6847257440564,132.74352333268416,1,True,7.772399999999999,590.55,2.5836092099999997
188,T10_449.01,10,449.01,449.01_10,13789514.586336,1350.80508,0.0077724,0.5905499999999999,0.5905499999999999,504.17638636511873,2586763.7999999993,0.016,2586763.7999999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,565.218,608.6241187356576,1562.6001257440564,997.3821257440565,104.44773237053886,1,True,7.772399999999999,590.55,2.5867637999999995
189,T10_45.01,10,45.01,45.01_10,13789514.586336,7716.948700000001,0.0036321999999999995,0.07619999999999999,0.07619999999999999,572.2459031914793,7728745.5,-0.134,7728745.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,228.41320000000002,608.6241187356576,1562.6001257440564,1334.1869257440565,36.37821554417826,1,True,3.6321999999999997,76.19999999999999,7.7287455
190,T10_450.01,10,450.01,450.01_10,13789514.586336,1356.23,0.0077724,0.5905499999999999,0.5905499999999999,510.8726491556263,2539444.95,0.032,2539444.95,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,534.2822,608.6241187356576,1562.6001257440564,1028.3179257440565,97.75146958003131,1,True,7.772399999999999,590.55,2.53944495
191,T10_451.01,10,451.01,451.01_10,13789514.586336,1383.3546000000001,0.0077724,0.5905499999999999,0.5905499999999999,504.73280186035385,2539444.95,-0.004,2539444.95,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,562.6594,608.6241187356576,1562.6001257440564,999.9407257440564,103.89131687530374,1,True,7.772399999999999,590.55,2.53944495
192,T10_452.01,10,452.01,452.01_10,13789514.586336,1383.3546000000001,0.0077724,0.5905499999999999,0.5905499999999999,530.4146155049474,2217676.7699999996,0.042,2217676.7699999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,441.94,608.6241187356576,1562.6001257440564,1120.6601257440564,78.2095032307102,1,True,7.772399999999999,590.55,2.2176767699999997
193,T10_453.01,10,453.01,453.01_10,13789514.586336,1410.4792,0.0077724,0.5905499999999999,0.5905499999999999,505.3392785360035,2643546.42,0.009,2643546.42,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,559.8682,608.6241187356576,1562.6001257440564,1002.7319257440564,103.28484019965407,1,True,7.772399999999999,590.55,2.64354642
194,T10_456.01,10,456.01,456.01_10,13789514.586336,1491.853,0.0077724,0.5905499999999999,0.5905499999999999,518.684887229277,2536290.3600000003,0.018,2536290.3600000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,497.764,608.6241187356576,1562.6001257440564,1064.8361257440565,89.93923150638057,1,True,7.772399999999999,590.55,2.53629036
195,T10_46.01,10,46.01,46.01_10,13789514.586336,10144.600400000001,0.0036321999999999995,0.07619999999999999,0.07619999999999999,538.7881346763049,12712997.700000001,-0.275,12712997.700000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,401.235,608.6241187356576,1562.6001257440564,1161.3651257440565,69.83598405935265,1,True,3.6321999999999997,76.19999999999999,12.7129977
196,T10_461.01,10,461.01,461.01_10,13789514.586336,1586.7891,0.0077724,0.5905499999999999,0.5905499999999999,525.9502683937609,2539444.95,0.021,2539444.95,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,463.3392,608.6241187356576,1562.6001257440564,1099.2609257440563,82.6738503418967,1,True,7.772399999999999,590.55,2.53944495
197,T10_462.01,10,462.01,462.01_10,13789514.586336,1641.0383,0.0077724,0.5905499999999999,0.5905499999999999,529.3024102089416,2539444.95,0.021,2539444.95,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,447.2898,608.6241187356576,1562.6001257440564,1115.3103257440564,79.32170852671595,1,True,7.772399999999999,590.55,2.53944495
198,T10_463.01,10,463.01,463.01_10,13789514.586336,1708.8498,0.0077724,0.5905499999999999,0.5905499999999999,523.1640016499102,2548908.72,-0.022,2548908.72,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,476.59740000000005,608.6241187356576,1562.6001257440564,1086.0027257440563,85.46011708574736,1,True,7.772399999999999,590.55,2.54890872
199,T10_469.01,10,469.01,469.01_10,13789514.586336,1817.3482000000001,0.0077724,0.5905499999999999,0.5905499999999999,540.4903579919064,2533135.77,0.029,2533135.77,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,392.8614,608.6241187356576,1562.6001257440564,1169.7387257440564,68.13376074375117,1,True,7.772399999999999,590.55,2.53313577
200,T10_474.01,10,474.01,474.01_10,13789514.586336,2088.5942,0.0077724,0.5905499999999999,0.5905499999999999,548.8897633338368,2570990.8499999996,0.021,2570990.8499999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,350.9934,608.6241187356576,1562.6001257440564,1211.6067257440563,59.734355401820835,1,True,7.772399999999999,590.55,2.57099085
201,T10_479.01,10,479.01,479.01_10,13789514.586336,2142.8434,0.0077724,0.5905499999999999,0.5905499999999999,555.5111616119399,2539444.95,0.04,2539444.95,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,317.26640000000003,608.6241187356576,1562.6001257440564,1245.3337257440564,53.112957123717706,1,True,7.772399999999999,590.55,2.53944495
202,T10_483.01,10,483.01,483.01_10,13789514.586336,2305.591,0.0077724,0.5905499999999999,0.5905499999999999,556.6388435977947,2583609.2099999995,0.027,2583609.2099999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,311.45140000000004,608.6241187356576,1562.6001257440564,1251.1487257440563,51.985275137862914,1,True,7.772399999999999,590.55,2.5836092099999997
