scope,target,model,xcols,N,k,R2,adj_R2,intercept,beta_Tsub_K,std_beta_Tsub_K,beta_G,std_beta_G,beta_x_Mes_input,std_beta_x_Mes_input,beta_q_M_MWm2_input,std_beta_q_M_MWm2_input,beta_q_P_MWm2,std_beta_q_P_MWm2,beta_L_DNB_over_DH_input,std_beta_L_DNB_over_DH_input
all_valid277,PM_noF1,Tsub_only,Tsub_K,277,1,0.38635734552771117,0.3841259176932664,0.8959044594821156,0.0040613775470645,0.6215765001411417,,,,,,,,,,
all_valid277,PM_noF1,G_only,G,277,1,0.002926631152528225,-0.000699090188735374,1.3961658585271808,,,1.4624485257301846e-05,0.054098347040627284,,,,,,,,
all_valid277,PM_noF1,xMes_only,x_Mes_input,277,1,0.6425255208253087,0.6412256136283098,1.0859968911169868,,,,,-3.914145859068362,-0.801576896389429,,,,,,
all_valid277,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,277,1,0.20796438734639944,0.20508425784584083,0.9124340633681411,,,,,,,0.10741727337527486,0.4560311254140437,,,,
all_valid277,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,277,1,0.5827900881658545,0.5812729612137304,0.959711669977947,,,,,,,,,0.062172060686698116,0.7634068955451307,,
all_valid277,PM_noF1,LD_only,L_DNB_over_DH_input,277,1,0.05585588213314219,0.052422630795444625,1.2951655379432814,,,,,,,,,,,0.0013652792291777766,0.23633849058742415
all_valid277,PM_noF1,Tsub_G,Tsub_K + G,277,2,0.4149855678579861,0.410715389521183,0.6992000844612918,0.004264486255271194,0.6526614210903312,4.6505257949380615e-05,0.1720305049713346,,,,,,,,
all_valid277,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,277,2,0.7736799007769248,0.7720279292497492,0.8032830764978401,0.0025287835454611456,0.3870195291098568,,,-3.247653516488057,-0.665086105634891,,,,,,
all_valid277,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,277,2,0.6538690336287893,0.6513425302246199,0.24043400816656943,0.004382841219265255,0.6707751432058556,,,,,0.12237902295105786,0.519549992378488,,,,
all_valid277,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,277,3,0.8039284195024994,0.8017737867497796,1.0232339070815333,0.002030504696151131,0.31076007781300946,-5.564809969511174e-05,-0.2058513620473924,-3.788520203315274,-0.7758500515371484,,,,,,
all_valid277,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,277,4,0.8227294763236795,0.8201225568578513,0.7906376068871541,0.0025925391862572566,0.39677705783282796,-9.396277881836503e-05,-0.3475835851985299,-2.6857735172698733,-0.5500188490396518,0.07955584188140152,0.3377477287073644,,,,
all_valid277,ln_PM_noF1,Tsub_only,Tsub_K,277,1,0.33641808723526334,0.334005062097937,-0.24438272852374643,0.003690615670645885,0.5800155922346079,,,,,,,,,,
all_valid277,ln_PM_noF1,G_only,G,277,1,0.009027140230770336,0.00542360255888219,0.34942120038499086,,,-2.5012209869720544e-05,-0.09501126370473345,,,,,,,,
all_valid277,ln_PM_noF1,xMes_only,x_Mes_input,277,1,0.3795559192832785,0.3772997589897631,-0.01342392388050817,,,,,-2.929611790038318,-0.6160810979759717,,,,,,
all_valid277,ln_PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,277,1,0.09311861258492737,0.08982086208523621,-0.09134175720233899,,,,,,,0.06999681242303692,0.30515342466524514,,,,
all_valid277,ln_PM_noF1,qP_calc_only_DIAG,q_P_MWm2,277,1,0.331409564398222,0.3289783264505791,-0.10103526222989416,,,,,,,,,0.045656443566550485,0.575681825662598,,
all_valid277,ln_PM_noF1,LD_only,L_DNB_over_DH_input,277,1,0.05387907315116103,0.05043863341716526,0.11107278054593314,,,,,,,,,,,0.001305802391900353,0.23211866178995832
all_valid277,ln_PM_noF1,Tsub_G,Tsub_K + G,277,2,0.33651725157137147,0.3316743118018194,-0.2556566487957077,0.0037022566490563565,0.5818450834603255,2.6654037069226146e-06,0.010124790084405078,,,,,,,,
all_valid277,ln_PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,277,2,0.529827536339506,0.5263956205463637,-0.30812009091121045,0.0026359618085929895,0.41426663894571925,,,-2.2348712837127818,-0.4699810258091331,,,,,,
all_valid277,ln_PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,277,2,0.46724729620992866,0.4633585903428479,-0.6907727432535897,0.0039095396100558176,0.6144215856251265,,,,,0.08334284748931875,0.36333590705551483,,,,
all_valid277,ln_PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,277,3,0.5925745800050837,0.5880973775875571,0.00037663612333632316,0.0019370901846270684,0.30443227117487565,-7.805042870752834e-05,-0.29648199430694117,-2.993475387209113,-0.6295112579717309,,,,,,
all_valid277,ln_PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,277,4,0.6321918826381441,0.6267829397357638,-0.32842540051725183,0.002731591579768415,0.42929577319146095,-0.00013221270264921002,-0.5022225553818562,-1.4346141500898018,-0.3016913926154114,0.11246147430290536,0.49027952614510095,,,,
